source_id,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radial_velocity,distance_pc,group_id
2559182518457384576,21.39595428048583,1.5144784670674525,2.802966114349906,0.029242454,95.85263,-5.026360046848392,0.03359417,-16.842630206514674,0.021283412,1.4042975,11.05687,11.379041,10.570172,0.8088684,-20.573368,356.764926582757,1
2559207566706652416,21.467675594738846,1.6144110262387876,2.8038138512099517,0.03608619,77.69769,16.373906583892797,0.044124454,7.416427004414278,0.023923153,1.7427286,11.346159,11.72255,10.806027,0.916523,15.565748,356.6570582310456,1
